표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7050890003","050890","쏠리드","쏠리드","Solid, Inc.","2005/07/08","KOSDAQ","주권","중견기업부","보통주","500","52185175"
"KR7066790007","066790","씨씨에스충북방송","씨씨에스","KOREA CABLE T.V CHUNG-BUK SYSTEM CO.,LTD.","2003/05/30","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","55976167"
"KR7222080004","222080","씨아이에스","씨아이에스","Creative & Innovative System Corporation","2015/09/02","KOSDAQ","주권","중견기업부","보통주","100","57491676"
"KR7023460009","023460","씨앤에이치","CNH","CNH CO., LTD.","1994/10/07","KOSDAQ","주권","벤처기업부","보통주","2500","37200000"
"KR7264660002","264660","씨앤지하이테크","씨앤지하이테크","C&G Hi Tech Co., Ltd","2018/01/25","KOSDAQ","주권","벤처기업부","보통주","500","8405480"
"KR7065770000","065770","씨에스","CS","CS CORPORATION","2004/06/04","KOSDAQ","주권","벤처기업부","보통주","500","18835150"
"KR7297090003","297090","씨에스베어링","씨에스베어링","CS BEARING Co., Ltd.","2019/11/21","KOSDAQ","주권","벤처기업부","보통주","500","9580400"
"KR7083660001","083660","씨에스에이코스믹","CSA 코스믹","CSA COSMIC CO., LTD.","2006/07/25","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","37072045"
"KR7115530008","115530","씨엔플러스","씨엔플러스","CNPLUS Co., Ltd.","2011/11/02","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","67963000"
"KR7225330000","225330","씨엠에스에듀","씨엠에스에듀","CMS Edu Co., Ltd.","2016/04/07","KOSDAQ","주권","중견기업부","보통주","500","18634628"
"KR7115480006","115480","씨유메디칼시스템","씨유메디칼","CU MEDICAL SYSTEMS Inc.","2011/12/15","KOSDAQ","주권","벤처기업부","보통주","500","26434229"
"KR7035760008","035760","씨제이이엔엠","CJ ENM","CJ ENM CO., Ltd.","1999/11/23","KOSDAQ","주권","우량기업부","보통주","5000","21929154"
"KR7051500007","051500","씨제이프레시웨이","CJ프레시웨이","CJ Freshway Corporation","2001/07/26","KOSDAQ","주권","우량기업부","보통주","1000","11871586"
"KR7096530001","096530","씨젠","씨젠","Seegene Inc.","2010/09/10","KOSDAQ","주권","우량기업부","보통주","500","26234020"
"KYG2114A1094","900120","씨케이에이치푸드앤헬스리미티드","씨케이에이치","CKH Food & Health Limited","2010/03/31","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","0.05","110404457"
"KR7101240000","101240","씨큐브","씨큐브","CQV Co., Ltd.","2011/11/08","KOSDAQ","주권","벤처기업부","보통주","500","10138184"
"KR7060590007","060590","씨티씨바이오","씨티씨바이오","CTC BIO, INC.","2002/02/21","KOSDAQ","주권","중견기업부","보통주","500","21045926"
"KR7260930003","260930","씨티케이코스메틱스","씨티케이코스메틱스","CTK Cosmetics Co., Ltd","2017/12/07","KOSDAQ","주권","우량기업부","보통주","500","10122151"
"KR7013990007","013990","아가방앤컴퍼니","아가방컴퍼니","AGABANG&COMPANY","2002/01/17","KOSDAQ","주권","중견기업부","보통주","500","32887536"
"KR7123860009","123860","아나패스","아나패스","Anapass, Inc.","2010/11/05","KOSDAQ","주권","벤처기업부","보통주","500","10885940"
"KR7025980004","025980","아난티","아난티","Ananti Inc.","1996/01/06","KOSDAQ","주권","중견기업부","보통주","100","85178787"
"KR7050320001","050320","아래스","아래스","RS Inc.,","2002/01/15","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","100","45661760"
"KR7058220005","058220","아리온테크놀로지","아리온","ARION TECHNOLOGY INC.","2005/08/05","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","38974244"
"KR7125210005","125210","아모그린텍","아모그린텍","AMOGREENTECH Co., Ltd.","2019/03/29","KOSDAQ","주권","기술성장기업부","보통주","500","16496790"
"KR7052710001","052710","아모텍","아모텍","Amotech Co., Ltd.","2003/08/01","KOSDAQ","주권","우량기업부","보통주","500","9743406"
"KR7074430000","074430","아미노로직스","아미노로직스","AMINOLOGICS CO.,LTD.","2004/06/04","KOSDAQ","주권","벤처기업부","보통주","100","87826844"
"KR7092040005","092040","아미코젠","아미코젠","Amicogen, Inc.","2013/09/12","KOSDAQ","주권","기술성장기업부","보통주","500","19214510"
"KR7083930008","083930","아바코","아바코","AVACO CO.,LTD.","2005/10/11","KOSDAQ","주권","우량기업부","보통주","500","15412798"
"KR7149950008","149950","아바텍","아바텍","AVATEC CO., LTD.","2012/11/06","KOSDAQ","주권","우량기업부","보통주","500","15607500"
"KR7036010007","036010","아비코전자","아비코전자","ABCO ELECTRONICS CO., LTD.","2002/07/03","KOSDAQ","주권","우량기업부","보통주","500","13292934"
"KR7050860006","050860","아세아텍","아세아텍","ASIA TECHNOLOGY Co., Ltd.","2010/01/26","KOSDAQ","주권","중견기업부","보통주","500","17500000"
"KR7246720007","246720","아스타","아스타","ASTA Co., Ltd.","2017/03/20","KOSDAQ","주권","기술성장기업부","보통주","500","11492523"
"KR7067390005","067390","아스트","아스트","AeroSpace Technology of Korea, Inc.","2014/12/24","KOSDAQ","주권","벤처기업부","보통주","500","25679652"
"KR7127710002","127710","아시아경제","아시아경제","The Asia Business Daily Co., Ltd.","2015/07/31","KOSDAQ","주권","중견기업부","보통주","500","25508734"
"KR7227610003","227610","아우딘퓨쳐스","아우딘퓨쳐스","Outin Futures Co., Ltd.","2017/07/12","KOSDAQ","주권","중견기업부","보통주","500","10000000"
"KR7143160000","143160","아이디스","아이디스","Intelligent Digital Integrated Security Co., Ltd","2011/09/26","KOSDAQ","주권","우량기업부","보통주","500","10716390"
"KR7054800008","054800","아이디스홀딩스","아이디스홀딩스","IDIS Holdings Co., Ltd.","2001/09/27","KOSDAQ","주권","중견기업부","보통주","500","10347756"
"KR7332370006","332370","아이디피","아이디피","IDP Corp., Ltd.","2020/08/24","KOSDAQ","주권","중견기업부","보통주","500","6636863"
"KR7339950008","339950","아이비김영","아이비김영","IBKIMYOUNG CO.,LTD.","2019/12/24","KOSDAQ","주권","중견기업부","보통주","100","42486655"
"KR7335870002","335870","아이비케이에스제12호기업인수목적","IBKS제12호스팩","IBKS No.12 Special Purpose Acquisition Company","2019/12/09","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3120000"
"KR7351340005","351340","아이비케이에스제13호기업인수목적","IBKS제13호스팩","IBKS No.13 Special Purpose Acquisition Company","2020/07/15","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5170000"
"KR7351320007","351320","아이비케이에스제14호기업인수목적","IBKS제14호스팩","IBKS No.14 Special Purpose Acquisition Company","2020/06/22","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4330000"
"KR7099190001","099190","아이센스","아이센스","i-SENS, Inc.","2013/01/30","KOSDAQ","주권","우량기업부","보통주","500","13737238"
"KR7289010001","289010","아이스크림에듀","아이스크림에듀","i-Scream Edu Co., Ltd.","2019/07/11","KOSDAQ","주권","우량기업부","보통주","500","12864037"
"KR7214430001","214430","아이쓰리시스템","아이쓰리시스템","i3system, Ind.","2015/07/30","KOSDAQ","주권","우량기업부","보통주","500","7106760"
"KR7040910002","040910","아이씨디","아이씨디","ICD Co., Ltd.","2011/08/05","KOSDAQ","주권","우량기업부","보통주","500","17948326"
"KR7068940006","068940","아이씨케이","아이씨케이","ICK Co., Ltd.","2010/10/19","KOSDAQ","주권","중견기업부","보통주","200","34117222"
"KR7052860004","052860","아이앤씨테크놀로지","아이앤씨","I&C Technology Co., Ltd.","2009/10/06","KOSDAQ","주권","벤처기업부","보통주","500","17694054"
"KR7095340006","095340","아이에스시","ISC","ISC Co., LTD.","2007/10/01","KOSDAQ","주권","우량기업부","보통주","500","14142508"
"KR7069920007","069920","아이에스이커머스","아이에스이커머스","ISE Commerce Company Limited","2007/12/05","KOSDAQ","주권","중견기업부","보통주","500","25826362"
"KR7038880001","038880","아이에이","아이에이","iA, Inc.","2000/04/27","KOSDAQ","주권","중견기업부","보통주","100","275454805"
"KR7123010001","123010","아이에이네트웍스","아이에이네트웍스","iA Networks Company Limited","2016/07/20","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","100","49368941"
"KR7307180000","307180","아이엘사이언스","아이엘사이언스","IL SCIENCE CO.,LTD.","2018/12/21","KOSDAQ","주권","벤처기업부","보통주","100","21222023"
"KR7101390003","101390","아이엠","아이엠","IM CO., LTD","2008/07/23","KOSDAQ","주권","중견기업부","보통주","500","42223170"
"KR7052220001","052220","아이엠비씨","iMBC","iMBC Co., Ltd.","2005/01/21","KOSDAQ","주권","중견기업부","보통주","500","23000000"
"KR7090740002","090740","아이엠이연이","아이엠이연이","IME YOUNYI Co., Ltd.","2007/09/19","KOSDAQ","주권","중견기업부","보통주","500","19126082"
"KR7226350007","226350","아이엠텍","아이엠텍","IM Tech Inc.","2016/02/03","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","43543747"
"KR7078860004","078860","아이오케이컴퍼니","아이오케이","IOKCOMPANY Co., Ltd.","2006/06/27","KOSDAQ","주권","중견기업부","보통주","500","55539814"
"KR7114810005","114810","아이원스","아이원스","IONES Co., Ltd.","2013/02/07","KOSDAQ","주권","중견기업부","보통주","500","13415919"
"KR7031310006","031310","아이즈비전","아이즈비전","EYESVISION CORPORATION","1997/07/25","KOSDAQ","주권","중견기업부","보통주","500","15772574"
"KR7185490000","185490","아이진","아이진","EyeGene,Inc","2015/11/16","KOSDAQ","주권","기술성장기업부","보통주","500","11649149"
"KR7059100008","059100","아이컴포넌트","아이컴포넌트","i-Components Co., Ltd","2008/12/16","KOSDAQ","주권","벤처기업부","보통주","500","7070860"
"KR7175250000","175250","아이큐어","아이큐어","Icure Pharmaceutical Incorporation","2018/07/12","KOSDAQ","주권","기술성장기업부","보통주","500","7549489"
"KR7052460003","052460","아이크래프트","아이크래프트","iCRAFT Co., Ltd.","2005/01/03","KOSDAQ","주권","중견기업부","보통주","500","14607936"
"KR7119830008","119830","아이텍","아이텍","ITEK, Inc.","2010/10/26","KOSDAQ","주권","벤처기업부","보통주","500","14402226"
"KR7052770005","052770","아이톡시","아이톡시","ITOXI Corp.","2002/08/22","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","10862507"
"KR7124500000","124500","아이티센","아이티센","ITCEN CO., LTD.","2014/12/23","KOSDAQ","주권","중견기업부","보통주","500","19907333"
"KR7099520009","099520","아이티엑스에이아이","ITX-AI","ITX-AI Co., Ltd.","2009/12/22","KOSDAQ","주권","벤처기업부","보통주","500","29301683"
"KR7084850007","084850","아이티엠반도체","아이티엠반도체","ITM Semiconductor Co., Ltd","2019/11/07","KOSDAQ","주권","벤처기업부","보통주","500","23107801"
"KR7027360007","027360","아주아이비투자","아주IB투자","AJU IB INVESTMENT CO., LTD.","2018/11/21","KOSDAQ","주권","벤처기업부","보통주","500","119015125"
"KR7032080004","032080","아즈텍더블유비이","아즈텍WB","AZTECH WB CO., LTD","2000/10/26","KOSDAQ","주권","벤처기업부","보통주","500","21491029"
"KR7013310008","013310","아진산업","아진산업","A-JIN INDUSTRY CO.,LTD","2015/12/22","KOSDAQ","주권","우량기업부","보통주","500","38023586"
"KR7059120006","059120","아진엑스텍","아진엑스텍","AJINEXTEK Co., Ltd.","2014/07/24","KOSDAQ","주권","벤처기업부","보통주","500","9748596"
"KR7158430009","158430","아톤","아톤","ATON Inc.","2019/10/17","KOSDAQ","주권","벤처기업부","보통주","500","4353577"
"KR7067160002","067160","아프리카티비","아프리카TV","AfreecaTV Co., Ltd.","2003/12/19","KOSDAQ","주권","우량기업부","보통주","500","11494767"
"KR7001540004","001540","안국약품","안국약품","AHN-GOOK PHARMACEUTICAL Co., Ltd.","2000/06/15","KOSDAQ","주권","우량기업부","보통주","500","13042420"
"KR7053800009","053800","안랩","안랩","AHNLAB,INC.","2001/09/13","KOSDAQ","주권","우량기업부","보통주","500","10013855"
"KR7065660003","065660","안트로젠","안트로젠","ANTEROGEN CO., LTD.","2016/02/15","KOSDAQ","주권","기술성장기업부","보통주","500","9093534"
"KR7297570004","297570","알로이스","알로이스","ALOYS Inc.","2018/07/20","KOSDAQ","주권","벤처기업부","보통주","100","17329414"
"KR7260660006","260660","알리코제약","알리코제약","KOREA ARLICO PHARM CO.,LTD.","2018/02/12","KOSDAQ","주권","우량기업부","보통주","500","9821575"
"KR7131370009","131370","알서포트","알서포트","RSUPPORT Co., Ltd.","2011/01/05","KOSDAQ","주권","벤처기업부","보통주","100","53267083"
"KR7140670001","140670","알에스오토메이션","알에스오토메이션","RS Automation Co., Ltd.","2017/08/11","KOSDAQ","주권","중견기업부","보통주","500","9103140"
"KR7096610001","096610","알에프세미","알에프세미","RFsemi Technologies,Inc.","2007/11/20","KOSDAQ","주권","중견기업부","보통주","500","9494724"
"KR7218410009","218410","알에프에이치아이씨","RFHIC","RFHIC CORPORATION","2015/06/30","KOSDAQ","주권","우량기업부","보통주","500","23847620"
"KR7061040002","061040","알에프텍","알에프텍","RFTECH CO., LTD","2002/05/16","KOSDAQ","주권","중견기업부","보통주","500","28899918"
"KR7148250004","148250","알엔투테크놀로지","알엔투테크놀로지","RN2 Technologies Co., Ltd.","2016/06/22","KOSDAQ","주권","벤처기업부","보통주","500","7215094"
"KR7347860009","347860","알체라","알체라","Alchera Inc.","2020/12/21","KOSDAQ","주권","기술성장기업부","보통주","500","13368794"
"KR7196170005","196170","알테오젠","알테오젠","Alteogen Inc.","2014/12/12","KOSDAQ","주권","기술성장기업부","보통주","500","28082900"
"KR7123750002","123750","알톤스포츠","알톤스포츠","Alton Sports Co., Ltd.","2010/07/02","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","12746297"
"KR7085810000","085810","알티캐스트","알티캐스트","Alticast Corporation","2013/12/06","KOSDAQ","주권","중견기업부","보통주","500","27746424"
"KR7117670000","117670","알파홀딩스","알파홀딩스","Alpha Holdings, Inc.","2010/09/17","KOSDAQ","주권","중견기업부","보통주","500","20813590"
"KR7291650000","291650","압타머사이언스","압타머사이언스","Aptamer Sciences Inc","2020/09/16","KOSDAQ","주권","기술성장기업부","보통주","500","8466126"
"KR7293780003","293780","압타바이오","압타바이오","Aptabio Therapeutics Inc.","2019/06/12","KOSDAQ","주권","기술성장기업부","보통주","500","11095233"
"KR7196300008","196300","애니젠","애니젠","ANYGEN CO., LTD.","2016/12/07","KOSDAQ","주권","기술성장기업부","보통주","500","5016165"
"KR7310200001","310200","애니플러스","애니플러스","ANIPLUS INC.","2018/12/21","KOSDAQ","주권","중견기업부","보통주","100","28407439"
