표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7263700007","263700","케어랩스","케어랩스","Carelabs Co.,Ltd","2018/03/28","KOSDAQ","주권","벤처기업부","보통주","500","17236032"
"KR7214370009","214370","케어젠","케어젠","Caregen Co.,LTD.","2015/11/17","KOSDAQ","주권","중견기업부","보통주","500","10743000"
"KR7221980006","221980","케이디켐","케이디켐","KDCHEM CO., LTD.","2015/11/19","KOSDAQ","주권","중견기업부","보통주","500","4034800"
"KYG1990V1041","900280","케이만금세기차륜집단유한공사","골든센츄리","Cayman Golden Century Wheel Group Limited","2016/10/19","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","0.2","158780000"
"KR7043290006","043290","케이맥","케이맥","Korea Materials & Analysis Corp.","2011/10/25","KOSDAQ","주권","벤처기업부","보통주","100","37832431"
"KR7024840001","024840","케이비아이메탈","KBI메탈","KBI METAL CO., LTD.","1994/12/29","KOSDAQ","주권","우량기업부","보통주","500","32950848"
"KR7317030005","317030","케이비제17호기업인수목적","케이비17호스팩","KB No.17 Special Purpose Acquisition Company","2019/03/27","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5461000"
"KR7323940007","323940","케이비제18호기업인수목적","케이비제18호스팩","KB No.18 Special Purpose Acquisition Company","2019/06/24","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7822000"
"KR7330990003","330990","케이비제19호기업인수목적","케이비제19호스팩","KB No.19 Special Purpose Acquisition Company","2019/09/30","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4301000"
"KR7342550001","342550","케이비제20호기업인수목적","케이비제20호스팩","KB No.20 Special Purpose Acquisition Company","2020/01/30","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6501000"
"KR7192250009","192250","케이사인","케이사인","KSIGN CO., Ltd.","2014/04/28","KOSDAQ","주권","벤처기업부","보통주","100","70671257"
"KR7021320007","021320","케이씨씨건설","KCC건설","KCC ENGINEERING & CONSTRUCTION CO., LTD.","2001/08/21","KOSDAQ","주권","우량기업부","보통주","5000","21400000"
"KR7036670008","036670","케이씨아이","KCI","KCI Limited","2001/01/03","KOSDAQ","주권","우량기업부","보통주","500","11270000"
"KR7115500001","115500","케이씨에스","케이씨에스","Korea Computer & Systems Inc.","2010/04/14","KOSDAQ","주권","중견기업부","보통주","500","12000000"
"KR7089150007","089150","케이씨티","케이씨티","Korea Computer Terminal Inc.","2006/12/13","KOSDAQ","주권","중견기업부","보통주","500","17150000"
"KR7025880006","025880","케이씨피드","케이씨피드","KC FEED CO., LTD.","1995/07/07","KOSDAQ","주권","중견기업부","보통주","500","16715858"
"KR7093320000","093320","케이아이엔엑스","케이아이엔엑스","KINX, Inc.","2011/02/08","KOSDAQ","주권","우량기업부","보통주","500","4880000"
"KR7073010001","073010","케이에스피","케이에스피","KSP CO., LTD","2004/12/17","KOSDAQ","주권","중견기업부","보통주","500","36192257"
"KR7060720000","060720","케이에이치바텍","KH바텍","KH VATEC Co., LTD","2002/05/21","KOSDAQ","주권","중견기업부","보통주","500","23673903"
"KR7105330005","105330","케이엔더블유","케이엔더블유","KNW Co., Ltd.","2009/09/29","KOSDAQ","주권","벤처기업부","보통주","500","10261347"
"KR7058400003","058400","케이엔엔","KNN","KOREA NEW NETWORK CORPORATION","2010/11/03","KOSDAQ","주권","우량기업부","보통주","500","132429720"
"KR7272110008","272110","케이엔제이","케이엔제이","KnJ Co., Ltd.","2019/10/25","KOSDAQ","주권","중견기업부","보통주","500","6345432"
"KR7039420005","039420","케이엘넷","케이엘넷","KL-Net Corp.","2002/03/12","KOSDAQ","주권","중견기업부","보통주","500","24154730"
"KR7083550004","083550","케이엠","케이엠","KM CORPORATION","2005/12/20","KOSDAQ","주권","우량기업부","보통주","500","10282028"
"KR7032500001","032500","케이엠더블유","케이엠더블유","KMW CO. LTD","2000/03/21","KOSDAQ","주권","우량기업부","보통주","500","39820883"
"KR7122450000","122450","케이엠에이치","KMH","KMH Co., Ltd.","2011/05/25","KOSDAQ","주권","중견기업부","보통주","500","22667982"
"KR7052900008","052900","케이엠에이치하이텍","KMH하이텍","KMH HITECH CO.,LTD","2005/01/18","KOSDAQ","주권","중견기업부","보통주","500","46885499"
"KR7225430008","225430","케이엠제약","케이엠제약","KMPHARMACEUTICAL Co.,Ltd.","2015/10/08","KOSDAQ","주권","중견기업부","보통주","100","27887050"
"KR7046440004","046440","케이지모빌리언스","KG모빌리언스","KGMobilians Co., Ltd.","2004/12/14","KOSDAQ","주권","우량기업부","보통주","500","38825568"
"KR7035600006","035600","케이지이니시스","KG이니시스","KGINICIS CO.,LTD.","2002/11/22","KOSDAQ","주권","우량기업부","보통주","500","27904434"
"KR7151860004","151860","케이지이티에스","KG ETS","KG Eco Technology Services Co., Ltd.","2013/07/24","KOSDAQ","주권","우량기업부","보통주","500","36000000"
"KR7060370004","060370","케이티서브마린","KT서브마린","KT Submarine Co., Ltd.","2002/02/15","KOSDAQ","주권","중견기업부","보통주","1000","21900000"
"KR7036030005","036030","케이티하이텔","KTH","KTHitel Co., Ltd.","1999/12/24","KOSDAQ","주권","중견기업부","보통주","1000","35715022"
"KR7064820004","064820","케이프","케이프","CAPE INDUSTRIES LTD.","2007/05/29","KOSDAQ","주권","벤처기업부","보통주","500","30542984"
"KR7347140006","347140","케이프이에스제4호기업인수목적","케이프이에스제4호","CAPE-ES No.4 Special Purpose Acquisition Company","2020/03/24","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3009000"
"KR7256940008","256940","케이피에스","케이피에스","KPS Corporation","2017/09/06","KOSDAQ","주권","벤처기업부","보통주","500","15339588"
"KR7024880007","024880","케이피에프","케이피에프","KPF","1994/12/29","KOSDAQ","주권","우량기업부","보통주","500","17718250"
"KR7114450000","114450","케이피엑스라이프사이언스","KPX생명과학","KPX LIFESCIENCE CO., LTD.","2009/12/22","KOSDAQ","주권","중견기업부","보통주","500","15000000"
"KR7042040006","042040","케이피엠테크","케이피엠테크","KPM TECH CO., LTD.","2003/01/07","KOSDAQ","주권","중견기업부","보통주","100","138261091"
"KR7054410006","054410","케이피티유","케이피티유","Korea Plasma Technology U Co.,Ltd","2002/04/25","KOSDAQ","주권","벤처기업부","보통주","500","5060000"
"KR7274090000","274090","켄코아에어로스페이스","켄코아에어로스페이스","Kencoa Aerospace Corporation","2020/03/03","KOSDAQ","주권","기술성장기업부","보통주","500","9152689"
"KR7217600006","217600","켐온","켐온","CHEMON Inc.","2015/06/26","KOSDAQ","주권","중견기업부","보통주","100","63861340"
"KR7089010003","089010","켐트로닉스","켐트로닉스","CHEMTRONICS Co., Ltd.","2007/01/17","KOSDAQ","주권","중견기업부","보통주","500","14858157"
"KR7220260004","220260","켐트로스","켐트로스","Chemtros Co., Ltd.","2015/07/27","KOSDAQ","주권","벤처기업부","보통주","100","26323057"
"KR7052400009","052400","코나아이","코나아이","KONA I CO.,LTD.","2001/10/18","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","15559118"
"KR7033110008","033110","코너스톤네트웍스","코너스톤네트웍스","Cornerstone Networks CO., LTD","1997/08/18","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","129772391"
"KR7094860004","094860","코닉글로리","코닉글로리","KORNIC GLORY CO., Ltd","2007/04/16","KOSDAQ","주권","벤처기업부","보통주","100","50642595"
"KR7046070009","046070","코다코","코다코","KODACO CO., LTD","2000/12/26","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","39064256"
"KR7047770003","047770","코데즈컴바인","코데즈컴바인","Codes Combine Co.,Ltd.","2001/09/18","KOSDAQ","주권","벤처기업부","보통주","500","37842602"
"KR7078940004","078940","코드네이처","코드네이처","CODENATURE INC.","2004/08/27","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","32009545"
"KR7080530009","080530","코디","코디","KODI Co.,LTD.","2010/01/05","KOSDAQ","주권","중견기업부","보통주","500","24482424"
"KR7224060004","224060","코디엠","코디엠","CODI-M Co., LTD.","2015/12/29","KOSDAQ","주권","중견기업부","보통주","100","263233774"
"KR7078650009","078650","코렌","코렌","KOLEN CO., LTD","2010/10/22","KOSDAQ","주권","중견기업부","보통주","500","68975373"
"KR7104540000","104540","코렌텍","코렌텍","Corentec Co., Ltd.","2013/03/05","KOSDAQ","주권","기술성장기업부","보통주","500","11625782"
"KR7027050004","027050","코리아나화장품","코리아나","COREANA COSMETICS CO.,LTD","1999/12/10","KOSDAQ","주권","중견기업부","보통주","500","40000000"
"KR7290510007","290510","코리아센터","코리아센터","Koreacenter Co.,Ltd.","2019/11/29","KOSDAQ","주권","벤처기업부","보통주","100","76200637"
"KR7190650002","190650","코리아에셋투자증권","코리아에셋투자증권","KOREA ASSET INVESTMENT SECURITIES CO.,LTD.","2019/11/20","KOSDAQ","주권","중견기업부","보통주","5000","6388000"
"KR7101670008","101670","코리아에스이","코리아에스이","KOREA SE CORPORATION","2008/07/15","KOSDAQ","주권","벤처기업부","보통주","200","18900000"
"KR7123410003","123410","코리아에프티","코리아에프티","KOREA FUEL-TECH CORPORATION","2010/08/27","KOSDAQ","주권","우량기업부","보통주","100","27841064"
"KR7036690006","036690","코맥스","코맥스","COMMAX Co.,Ltd.","2000/01/18","KOSDAQ","주권","중견기업부","보통주","500","14991767"
"KR7049430002","049430","코메론","코메론","KOMELON CORPORATION","2001/01/16","KOSDAQ","주권","우량기업부","보통주","500","9048000"
"KR7183300003","183300","코미코","코미코","KoMiCo Ltd.","2017/03/23","KOSDAQ","주권","우량기업부","보통주","500","9987721"
"KR7041960006","041960","코미팜","코미팜","KOMIPHARM INTERNATIONAL CO., LTD.","2001/10/30","KOSDAQ","주권","벤처기업부","보통주","100","64185876"
"KR7089890008","089890","코세스","코세스","KOSES Co.,Ltd","2006/11/08","KOSDAQ","주권","우량기업부","보통주","500","16584962"
"KR7009730003","009730","코센","코센","KOSSEN Co.,Ltd.","1990/07/27","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","29170165"
"KR7082660002","082660","코스나인","코스나인","Cosnine Co., Ltd","2005/10/05","KOSDAQ","주권","중견기업부","보통주","500","30387071"
"KR7222040008","222040","코스맥스엔비티","코스맥스엔비티","COSMAX NBT, INC.","2015/12/16","KOSDAQ","주권","중견기업부","보통주","500","20628000"
"KR7241710003","241710","코스메카코리아","코스메카코리아","COSMECCA KOREA CO.,LTD.","2016/10/28","KOSDAQ","주권","우량기업부","보통주","500","10680000"
"KR7069110005","069110","코스온","코스온","COSON Co., Ltd.","2003/10/14","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","21799842"
"KR7166480004","166480","코아스템","코아스템","CORESTEM Inc.","2015/06/26","KOSDAQ","주권","기술성장기업부","보통주","500","15717440"
"KR7045970001","045970","코아시아","코아시아","CoAsia Corporation","2000/08/03","KOSDAQ","주권","벤처기업부","보통주","500","26314876"
"KR7029960002","029960","코엔텍","코엔텍","Korea Environment Technology Co., LTD.","2004/06/18","KOSDAQ","주권","우량기업부","보통주","500","50000000"
"KR7102940004","102940","코오롱생명과학","코오롱생명과학","KOLON LIFE SCIENCE Inc.","2009/04/07","KOSDAQ","주권","중견기업부","보통주","500","11412356"
"KR8840120008","950160","코오롱티슈진","코오롱티슈진","Kolon TissueGene, Inc.","2017/11/06","KOSDAQ","주식예탁증권","투자주의환기종목(소속부없음)","보통주","0","61117550"
"KR7033290008","033290","코웰패션","코웰패션","COWELL FASHION CO.,LTD","1997/10/13","KOSDAQ","주권","우량기업부","보통주","500","88500234"
"KR7056360001","056360","코위버","코위버","COWEAVER Co.,Ltd.","2001/12/04","KOSDAQ","주권","우량기업부","보통주","500","9796800"
"KR7282880004","282880","코윈테크","코윈테크","COWINTECH Co., Ltd","2019/08/05","KOSDAQ","주권","우량기업부","보통주","500","9251492"
"KR7121850002","121850","코이즈","코이즈","KOYJ.CO.,LTD","2012/09/27","KOSDAQ","주권","벤처기업부","보통주","500","15411517"
"KR7015710007","015710","코콤","코콤","KOCOM CO., LTD","1997/09/30","KOSDAQ","주권","우량기업부","보통주","500","17530500"
"KR7052330008","052330","코텍","코텍","KORTEK CORPORATION","2001/07/10","KOSDAQ","주권","우량기업부","보통주","500","15574552"
"KR7322780008","322780","코퍼스코리아","코퍼스코리아","COPUS KOREA Co., Ltd.","2019/05/31","KOSDAQ","주권","중견기업부","보통주","100","34305674"
"KR7126600006","126600","코프라","코프라","KOPLA Co., LTD.","2010/11/12","KOSDAQ","주권","우량기업부","보통주","500","21115634"
"KR7200130003","200130","콜마비앤에이치","콜마비앤에이치","KolmarBNH Co., Ltd","2014/07/23","KOSDAQ","주권","우량기업부","보통주","500","29543558"
"KR7317690006","317690","퀀타매트릭스","퀀타매트릭스","QuantaMatrix Incorporated","2020/12/09","KOSDAQ","주권","기술성장기업부","보통주","500","14654924"
"KR7060280005","060280","큐렉소","큐렉소","CUREXO, INC.","2002/07/03","KOSDAQ","주권","중견기업부","보통주","500","33403061"
"KR7040350001","040350","큐로컴","큐로컴","CUROCOM Co.,Ltd","2002/01/10","KOSDAQ","주권","벤처기업부","보통주","500","119466889"
"KR7051780005","051780","큐로홀딩스","큐로홀딩스","CUROHOLDINGS Co., Ltd.","2001/06/26","KOSDAQ","주권","중견기업부","보통주","500","120600795"
"KR7115180002","115180","큐리언트","큐리언트","Qurient Co., Ltd.","2016/02/29","KOSDAQ","주권","기술성장기업부","보통주","500","8843589"
"KR7043090000","043090","큐브앤컴퍼니","큐브앤컴퍼니","Cube&Company Co., Ltd.","2001/10/11","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","32590313"
"KR7182360008","182360","큐브엔터테인먼트","큐브엔터","CUBE ENTERTAINMENT, INC.","2013/11/21","KOSDAQ","주권","중견기업부","보통주","100","34518838"
"KR7066310004","066310","큐에스아이","큐에스아이","Q.S.I Co., Ltd.","2006/11/24","KOSDAQ","주권","벤처기업부","보통주","500","8278230"
"KR7016600009","016600","큐캐피탈파트너스","큐캐피탈","Q Capital Partners Co., Ltd.","1993/06/21","KOSDAQ","주권","중견기업부","보통주","500","167901923"
"KR7043590009","043590","크로바하이텍","크로바하이텍","CLOVER HITECHNOLOGY CO., LTD","2001/12/20","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","23300000"
"KR7114120009","114120","크루셜텍","크루셜텍","Crucialtec Co., Ltd.","2010/07/21","KOSDAQ","주권","관리종목(소속부없음)","보통주","1000","20961315"
"KR7110790003","110790","크리스에프앤씨","크리스에프앤씨","CreaS F&C Co., Ltd.","2018/10/01","KOSDAQ","주권","우량기업부","보통주","1000","11715480"
"KR7083790006","083790","크리스탈지노믹스","크리스탈지노믹스","CrystalGenomics","2006/01/06","KOSDAQ","주권","기술성장기업부","보통주","500","46163214"
"KR7045520004","045520","크린앤사이언스","크린앤사이언스","Clean & Science Co., Ltd","2000/12/05","KOSDAQ","주권","우량기업부","보통주","500","6500000"
"KR7036170009","036170","클라우드에어","클라우드에어","Cloud Air Co.,Ltd.","1999/12/21","KOSDAQ","주권","중견기업부","보통주","1000","45121437"
"KR7214150005","214150","클래시스","클래시스","CLASSYS Inc.","2015/04/03","KOSDAQ","주권","우량기업부","보통주","100","64709168"
"KR7352770002","352770","클리노믹스","클리노믹스","Clinomics Inc.","2020/12/04","KOSDAQ","주권","기술성장기업부","보통주","100","13315141"
"KR7237880000","237880","클리오","클리오","CLIO Cosmetics Co., Ltd","2016/11/09","KOSDAQ","주권","우량기업부","보통주","500","17150088"
"KR7139670004","139670","키네마스터","키네마스터","KineMaster Corporation","2011/12/02","KOSDAQ","주권","중견기업부","보통주","500","13546307"
"KR7311270003","311270","키움제5호기업인수목적","키움제5호스팩","Kiwoom No.5 Special Purpose Acquisition Company","2018/12/26","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3600000"
"KR7054780002","054780","키이스트","키이스트","KEYEAST Co., Ltd.","2003/11/14","KOSDAQ","주권","중견기업부","보통주","500","17071366"
"KR7219130002","219130","타이거일렉","타이거일렉","TigerElec Co.,Ltd.","2015/09/25","KOSDAQ","주권","중견기업부","보통주","500","6314290"
"KR7065130007","065130","탑엔지니어링","탑엔지니어링","Top Engineering Company Limited","2003/01/29","KOSDAQ","주권","우량기업부","보통주","500","15976257"
"KR7023160005","023160","태광","태광","T. K. CORPORATION","1994/09/07","KOSDAQ","주권","중견기업부","보통주","500","26500000"
"KR7053620001","053620","태양","태양","TAEYANG Corporation","2001/08/07","KOSDAQ","주권","우량기업부","보통주","500","8600000"
"KR7044490001","044490","태웅","태웅","TAEWOONG CO., LTD.","2001/11/08","KOSDAQ","주권","중견기업부","보통주","500","20007381"
"KR7124560004","124560","태웅로직스","태웅로직스","Taewoong Logistics Co., Ltd.","2019/12/10","KOSDAQ","주권","중견기업부","보통주","100","19536792"
"KR7191420009","191420","테고사이언스","테고사이언스","Tego Science, Inc.","2014/11/06","KOSDAQ","주권","벤처기업부","보통주","500","8085634"
"KR7073640005","073640","테라사이언스","테라사이언스","TERA SCIENCE Co.,LTD","2004/01/06","KOSDAQ","주권","중견기업부","보통주","100","62553504"
"KR7182690008","182690","테라셈","테라셈","TerraSem Co., Ltd.","2014/10/30","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","21163148"
"KR7066700006","066700","테라젠이텍스","테라젠이텍스","THERAGEN ETEX CO.,LTD.","2004/05/27","KOSDAQ","주권","우량기업부","보통주","500","32414435"
"KR7095610002","095610","테스","테스","TES CO., LTD.","2008/05/20","KOSDAQ","주권","우량기업부","보통주","500","19768226"
"KR7131970006","131970","테스나","테스나","TESNA Inc.","2013/10/22","KOSDAQ","주권","우량기업부","보통주","500","14759577"
"KR7089030001","089030","테크윙","테크윙","Techwing, Inc.","2011/11/10","KOSDAQ","주권","우량기업부","보통주","500","19318786"
"KR7054450002","054450","텔레칩스","텔레칩스","Telechips Inc.","2004/12/10","KOSDAQ","주권","우량기업부","보통주","500","13505911"
"KR7091440008","091440","텔레필드","텔레필드","Telefield, Inc.","2008/02/01","KOSDAQ","주권","벤처기업부","보통주","500","9175875"
"KR7200230001","200230","텔콘알에프제약","텔콘RF제약","TELCON RF PHARMACEUTICAL. Inc.","2014/11/24","KOSDAQ","주권","중견기업부","보통주","100","87509012"
"KR7215480005","215480","토박스코리아","토박스코리아","TOEBOX KOREA, Ltd.","2015/05/13","KOSDAQ","주권","중견기업부","보통주","100","45025370"
"KR7051360006","051360","토비스","토비스","TOVIS Co., LTD","2004/11/19","KOSDAQ","주권","우량기업부","보통주","500","16717058"
"KR7045340007","045340","토탈소프트뱅크","토탈소프트","TOTAL SOFT BANK LTD.","2002/07/19","KOSDAQ","주권","벤처기업부","보통주","500","8558040"
"KR7108230004","108230","톱텍","톱텍","TOPTEC COMPANY,LIMITED","2009/09/15","KOSDAQ","주권","우량기업부","보통주","500","38023245"
"KR7079970000","079970","투비소프트","투비소프트","TOBESOFT Co.,Ltd.","2010/06/01","KOSDAQ","주권","벤처기업부","보통주","500","31804885"
"KR7105550008","105550","트루윈","트루윈","Truwin Company Limited","2014/07/11","KOSDAQ","주권","벤처기업부","보통주","500","13705609"
"KR7026150003","026150","특수건설","특수건설","TuksuConstruction","1997/08/06","KOSDAQ","주권","중견기업부","보통주","500","15625726"
"KR7322180001","322180","티라유텍","티라유텍","THiRA-UTECH CO., LTD.","2019/10/31","KOSDAQ","주권","벤처기업부","보통주","100","5433750"
"KR7117730002","117730","티로보틱스","티로보틱스","T-Robotics co., Ltd.","2018/11/29","KOSDAQ","주권","벤처기업부","보통주","500","11853448"
"KR7033830001","033830","티비씨","티비씨","TAEGU BROADCASTING CORPORATION","2010/11/29","KOSDAQ","주권","중견기업부","보통주","500","100000000"
"KR7057680001","057680","티사이언티픽","티사이언티픽","T Scientific Co.,Ltd","2002/06/18","KOSDAQ","주권","벤처기업부","보통주","500","46826217"
"KR7064760002","064760","티씨케이","티씨케이","TOKAI CARBON KOREA CO., LTD","2003/08/18","KOSDAQ","주권","우량기업부","보통주","500","11675000"
"KR7246710008","246710","티앤알바이오팹","티앤알바이오팹","T&R Biofab Co., Ltd","2018/11/28","KOSDAQ","주권","기술성장기업부","보통주","500","8430915"
"KR7340570001","340570","티앤엘","티앤엘","T&L Co., LTD.","2020/11/20","KOSDAQ","주권","중견기업부","보통주","500","4064000"
"KR7277880001","277880","티에스아이","티에스아이","TSI Co., Ltd.","2020/07/22","KOSDAQ","주권","기술성장기업부","보통주","500","9267115"
"KR7131290009","131290","티에스이","티에스이","TSE CO.,Ltd","2011/01/05","KOSDAQ","주권","우량기업부","보통주","500","11061429"
"KR7246690002","246690","티에스인베스트먼트","TS인베스트먼트","T.S.Investment Corporation","2016/12/15","KOSDAQ","주권","벤처기업부","보통주","500","24324534"
"KR7317240000","317240","티에스트릴리온","TS트릴리온","TS Trillion Co., Ltd.","2019/04/29","KOSDAQ","주권","벤처기업부","보통주","100","50454511"
"KR7356860007","356860","티엘비","티엘비","TLB Co., Ltd.","2020/12/14","KOSDAQ","주권","중견기업부","보통주","500","4916315"
"KR7062860002","062860","티엘아이","티엘아이","TLI Inc.","2006/07/25","KOSDAQ","주권","벤처기업부","보통주","500","9872720"
"KR7321550006","321550","티움바이오","티움바이오","TiumBio Co., Ltd.","2019/11/22","KOSDAQ","주권","기술성장기업부","보통주","500","23783926"
"KR7032540007","032540","티제이미디어","TJ미디어","TJ MEDIA CO.,LTD","1997/04/16","KOSDAQ","주권","중견기업부","보통주","500","13931609"
"KR7104480009","104480","티케이케미칼","티케이케미칼","TK CHEMICAL CORPORATION","2011/04/26","KOSDAQ","주권","우량기업부","보통주","500","90895434"
"KR7081150005","081150","티플랙스","티플랙스","Tplex Co., Ltd.","2009/04/23","KOSDAQ","주권","중견기업부","보통주","500","24268402"
"KR7130740004","130740","티피씨","티피씨글로벌","TPC Co., Ltd.","2011/02/08","KOSDAQ","주권","중견기업부","보통주","500","11276679"
"KR7048770002","048770","티피씨메카트로닉스","TPC","TPC Mechatronics Corporation","2001/01/16","KOSDAQ","주권","중견기업부","보통주","500","13480276"
"KR7084730001","084730","팅크웨어","팅크웨어","Thinkware Systems Corporation","2006/05/19","KOSDAQ","주권","우량기업부","보통주","500","10425682"
"KR7046210001","046210","파나진","파나진","PANAGENE Inc.","2000/08/16","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","32136660"
"KR7034230003","034230","파라다이스","파라다이스","Paradise Company Limited","2002/11/05","KOSDAQ","주권","중견기업부","보통주","500","90942672"
"KR7033540006","033540","파라텍","파라텍","Paratech Company Limited","1997/12/26","KOSDAQ","주권","중견기업부","보통주","500","16983690"
"KR7043200005","043200","파루","파루","PARU CO., LTD.","2000/07/19","KOSDAQ","주권","벤처기업부","보통주","500","38785447"
"KR7214450009","214450","파마리서치프로덕트","파마리서치프로덕트","PHARMA RESEARCH PRODUCTS Co., Ltd.","2015/07/24","KOSDAQ","주권","우량기업부","보통주","500","9789072"
"KR7208340000","208340","파멥신","파멥신","PharmAbcine Inc.","2018/11/21","KOSDAQ","주권","기술성장기업부","보통주","500","14234550"
"KR7177830007","177830","파버나인","파버나인","PAVONINE CO., LTD.","2014/08/04","KOSDAQ","주권","벤처기업부","보통주","500","13532347"
"KR7037070000","037070","파세코","파세코","PASECO CO.LTD","2000/01/04","KOSDAQ","주권","우량기업부","보통주","500","14000000"
"KR7150900009","150900","파수","파수","FASOO Co.,Ltd.","2013/10/18","KOSDAQ","주권","벤처기업부","보통주","500","11153093"
"KR7037030004","037030","파워넷","파워넷","POWERNET TECHNOLOGIES CORPORATION","2018/06/07","KOSDAQ","주권","중견기업부","보통주","1000","16243783"
"KR7047310008","047310","파워로직스","파워로직스","POWER LOGICS","2003/07/25","KOSDAQ","주권","우량기업부","보통주","500","34420982"
"KR7170790000","170790","파이오링크","파이오링크","Piolink, Inc.","2013/08/01","KOSDAQ","주권","벤처기업부","보통주","500","6856330"
"KR7049120009","049120","파인디앤씨","파인디앤씨","FINE DNC CO.,LTD.","2001/07/26","KOSDAQ","주권","중견기업부","보통주","500","26359944"
"KR7038950002","038950","파인디지털","파인디지털","FINEDIGITAL Inc.","2000/05/04","KOSDAQ","주권","벤처기업부","보통주","500","10210765"
"KR7106240005","106240","파인테크닉스","파인테크닉스","FINE TECHNIX CO., LTD","2009/03/16","KOSDAQ","주권","벤처기업부","보통주","500","43407136"
"KR7131760001","131760","파인텍","파인텍","FINETEK CO., LTD.","2015/08/17","KOSDAQ","주권","중견기업부","보통주","500","42925080"
"KR7065690000","065690","파커스","파커스","PAKERS CO., Ltd.","2002/07/16","KOSDAQ","주권","중견기업부","보통주","500","13963509"
"KR7140860008","140860","파크시스템스","파크시스템스","Park Systems Corp.","2015/12/17","KOSDAQ","주권","기술성장기업부","보통주","500","6668855"
"KR7091700005","091700","파트론","파트론","PARTRON CO., LTD","2006/12/13","KOSDAQ","주권","우량기업부","보통주","500","54156410"
"KR7038160008","038160","팍스넷","팍스넷","PAXNet, Inc.","2016/08/01","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","12240376"
"KR7032800005","032800","판타지오","판타지오","Fantagio Corp.","1997/06/26","KOSDAQ","주권","중견기업부","보통주","500","72703943"
"KR7318010006","318010","팜스빌","팜스빌","Pharmsville Co., Ltd.","2019/10/22","KOSDAQ","주권","중견기업부","보통주","500","7929338"
"KR7027710003","027710","팜스토리","팜스토리","FarmStory CO.,LTD.","1996/07/06","KOSDAQ","주권","중견기업부","보통주","500","111416600"
"KR7225590009","225590","패션플랫폼","패션플랫폼","Fashion Platform Co.,Ltd.","2015/10/05","KOSDAQ","주권","중견기업부","보통주","100","26636713"
"KR7054300009","054300","팬스타엔터프라이즈","팬스타엔터프라이즈","Panstar Enterprise Co., Ltd.","2002/01/10","KOSDAQ","주권","벤처기업부","보통주","500","52447890"
"KR7068050004","068050","팬엔터테인먼트","팬엔터테인먼트","PAN ENTERTAINMENT CO., LTD.","2006/07/07","KOSDAQ","주권","중견기업부","보통주","500","27247982"
"KR7222110009","222110","팬젠","팬젠","Pangen Biotech Inc.","2016/03/11","KOSDAQ","주권","기술성장기업부","보통주","500","9641781"
"KR7263750002","263750","펄어비스","펄어비스","PearlAbyss Corp.","2017/09/14","KOSDAQ","주권","우량기업부","보통주","500","13189850"
"KR7251970000","251970","펌텍코리아","펌텍코리아","PUM-TECH KOREA CO., LTD.","2019/07/04","KOSDAQ","주권","우량기업부","보통주","500","12400000"
"KR7087010005","087010","펩트론","펩트론","Peptron, Inc.","2015/07/22","KOSDAQ","주권","기술성장기업부","보통주","500","20626853"
"KR7043370006","043370","평화정공","평화정공","PYEONG HWA AUTOMOTIVE CO., LTD.","2001/12/13","KOSDAQ","주권","우량기업부","보통주","500","21000000"
"KR7119500007","119500","포메탈","포메탈","FORMETAL CO., LTD","2010/09/17","KOSDAQ","주권","중견기업부","보통주","500","11847232"
"KR7016670002","016670","포비스티앤씨","포비스티앤씨","Pobis TNC Co., Ltd","1993/04/21","KOSDAQ","주권","중견기업부","보통주","500","86559394"
"KR7056730005","056730","포스링크","포스링크","Fourth-Link Inc.","2002/01/04","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","70703912"
"KR7022100002","022100","포스코아이씨티","포스코 ICT","POSCO ICT COMPANY LTD.","2000/11/28","KOSDAQ","주권","우량기업부","보통주","500","152034729"
"KR7189690001","189690","포시에스","포시에스","FORCS Co., Ltd.","2015/02/11","KOSDAQ","주권","벤처기업부","보통주","500","8260611"
"KR7318020005","318020","포인트모바일","포인트모바일","POINT MOBILE Co., Ltd.","2020/12/03","KOSDAQ","주권","벤처기업부","보통주","100","6430586"
